title,link,price,extracted_price,rating,reviews,extensions,thumbnails
Super OYO Collection O Le Noida Hotel Near Sector 76 Metro Station,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNsBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JZ3VPc3RKRDNsYzY1QVJvTkwyY3ZNVEZ4Ym1kbWJuQXpNeEFCOA1IAA&ap=MAE,₹822,₹822,3.5,164,"['Free breakfast', 'Free Wi-Fi', 'Parking ($)', 'Air conditioning', 'Restaurant', 'Room service', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNjJNgsowv8raKUg0OnNmN0HKKIhZ0ekZ5SQr_n=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOMt9UpUgu0i2Gpdjy9kkboyM-jJ6REHmzxP8Vb=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPonvNr303Z9igaRmou_J9lR_YKb7F7lU-GuH0f=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMJjoaAhpjpcObSMiyJeHPB4fFZ-n0Xm25xtcel=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMY_SamvXoFaoRVPLUWZYZ4f_uDrYofGlPQaAK2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOspPiJhXuVdumJdJ95sxn8TQKfmlyv9iIY26e0=s287-w287-h192-n-k-no-v1']"
OYO Onella Rooms Near Noida Sector 51 Metro Station,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPIBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJcnVUcnFPbUlfdVpmR2cwdlp5OHhNV2RuYkhReU1ubDNFQUU4DUgA&ap=MAE,"₹1,221","₹1,221",3.5,163,"['Breakfast', 'Air conditioning']","['https://lh5.googleusercontent.com/p/AF1QipNSs-fKTz1d0VnSNZb0278egV6E9dODwEdwPb6v=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPdioSkYR_WyW2xBLUATVvCNBcSG9k4oDuz-VhA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNkGzh3KnXhH1w4cTrj19eb8HGcWLduBxhS5Jzk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPFk7A_CRgixWtkI3od-zYOMP9BYfCocI_UsO89=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMg-CzJHt3NCsAZ1cPOnz9E93q9a9IlVjviiaVY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOCnCzSwXmsIDpmtaKrk7G8U0gQYJytn-DVDIoK=s287-w287-h192-n-k-no-v1']"
OYO Sangvi Palace Near Pvr Ansal Plaza Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CI0CEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9Jd3B1SjdyR3MzOWVGQVJvTkwyY3ZNVEZtTWpkeWJqbHNkQkFCOA1IAA&ap=MAE,"₹1,439","₹1,439",3.5,591,"['3-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipOs1WX6d7TxJ6DXwJkTPni0DQMRNM87NgWWX-7l=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipONrwwjP85j4OL-MDwkBuba2reEPx3lkmjXte-Y=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMQNpGIfEnq-IJnGBtkWaaA8IfDs_10fk6unNhf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP8Oymt1hABLj2eavZLx04Uk4RN6L-1TwKaiewk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMcak_Hk0hRT8aNdE_iKuPK_R3r-nrr5QtRB_8I=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNlgp-6mgqj1clvqmOIeMi5JjzwRuqp_uvUESV2=s287-w287-h192-n-k-no-v1']"
Hotel Haweli,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKQCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JOFlYUDFyUC04Wm05QVJvTkwyY3ZNVEZ3YkhwZmNIRXpYeEFCOA1IAA&ap=MAE,₹943,₹943,4.1,17,"['Free Wi-Fi', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipPJtHGrtFGGadAVgXuyrAI2UYxQ_FMRoU4QQvMR=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM2a1zMOEBQ4Cms-h_G1RYlews9_LEgdIz4foIF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP4mHwbyZmfY-c9B_QtyhRoz6QEsYKVgc--GRnc=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOm62NoJTyrFmUT5A1gUO3ZFu6XAUFIWqObNdSq=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNfyaTPYtFhS1fNQdrxNMmnwBA2rmKTprFsTZjv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMUXTr5J6UWWIZXSRG8kavNLtV06EkCEJYPlyuk=s287-w287-h192-n-k-no-v1']"
Collection O GREAT TOWNHOUSE,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLsCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JZ2RuTDBPZks2OTYyQVJvTkwyY3ZNVEZuTm5od01UQm5keEFCOA1IAA&ap=MAE,"₹1,448","₹1,448",3.4,476,"['2-star hotel', 'Free breakfast', 'Wi-Fi', 'Parking', 'Pool', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipOgIP9FXiGazWggrr0U2QTcGKIQ9DxNry6g1WC2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPrZQhnT3-gBxb5bqdzT8wgOr4ZuuPiQAOEi5Om=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPXbxqdO4lXw1JHdyYWO2GJ6SFAkv4Yl_0E4cHn=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN5jovbGYfLTNePGD73jsXo1nLCVKARqRvy9WwY=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipME5lv28iubLK0CQ-za3H0iZoUOGUeOZCdopNl8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNT01WkDuHW8thPQVJTE0r8wSqxPhZfJE2GfGOm=s287-w287-h192-n-k-no-v1']"
OYO PINETREE HOTEL,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNYCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9JdThqSm5KelAyTFNDQVJvTkwyY3ZNVEYyYWpONE5qRm5PQkFCOA1IAA&ap=MAE,"₹1,013","₹1,013",4.5,2,['Smoke-free property'],"['https://lh5.googleusercontent.com/p/AF1QipPT-BTrGd78vBqweYM_8oP-KASc-nwlkmcUkyIV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNhVSu6GiMxBqOvor1mELhqme2Q5DK-tMbD57r5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO6SHEwntTUrZXXIuAZmyKl2MiA0iu2loDwUjK4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPxfCtSQ8gegQv87Z8bYkvgZAURHIfms1IliGdf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMsLPZJ6jNKmp4BoxAfB6fwirh62DLJagxi-e9r=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP30nzSpRoim7MAXtIlvOCC-smHEepdSSKulx-o=s287-w287-h192-n-k-no-v1']"
Hotel Blue Inn /P.G,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CO0CEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtJb052cS1LLUV5dFlQR2cwdlp5OHhNWFl3TmpKM01uSXdFQUU4DUgA&ap=MAE,"₹1,569","₹1,569",3.5,24,[],['https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lPUtFBWdWvW8RQ0wIIJFCw&cb_client=search.estubs.gps&w=1024&h=192&yaw=158.16324&pitch=0&thumbfov=100&scale=2']
Comfort House Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPwCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMidDaGtRdGFEWXc3M2NqOFpQR2cwdlp5OHhNWFI0Y1d4c05YQndFQUk4DUgA&ap=MAE,"₹5,318","₹5,318",3.6,6,"['Sleeps 3', '1 bedroom', 'Air conditioning', 'Fireplace', 'Cable TV', 'Paid parking', 'Free Wi-Fi', 'No crib', 'No elevator']","['https://lh6.googleusercontent.com/proxy/VVy7a85a_MmX8vrkglUCAUbUs9qTp4BWp9DceeFSIj0HdNzP1-z2PWxMmhkjVbOy6UtEhGnRdOeRF7RCD1vC6_odljP3zSDWJyAXub9upqDDCwWscwEdJmZENhbuZP6BNl5C_kqgbqOCevKowByY0LJEZlcSmN0=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/fKIzgn5vZrUg-HuKDZHM4LQ9KU6VgQ9EubqXEz2Stzrl3pqOeq41Cuumz1NIGgrTfILeX8R1D_Z7mDnFIHm8afVKNAmJOSr2sDWyjLiionYnFzEOj6aN1B1bSqvseiaxZM1G966tIvXwYKtQ3iBQ0ngjuUqgCbI=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/krznX6Ul6yJY1XK04o1D-fOyPCG_wfKwL7JvfJo5ZcMuF-K_qzUlNuQtx_3SsIwey55pnPqVG_jU8THN_YTToUtzstSmhCcg_Abv6kk_-SUnb8q5DcFCxFnrZXz8dggTeoEMr9bdJnFpLR5ecFqNW3aRyj107g=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/PcBqhHOzhNj2WmheT1EEP8Ehg503KTNu19fVlZ34SoArsGEJIE-g3uuoN1vdF0rFHxfGOfAJnTTvicMSkfhXpbSNQf4joivJH82ygTmNFias4cZ_dEBHdYK12ASW30479hSHUTW-HJf5O2Q5nW_LI2b49O28zzQ=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/2vAcfZbLW4muSf4wNBjD67ydBhd7lrAUak3CfKYXNFJQYEKIEl6PRqDgFRyvVPncqAKwiqmZBTm6jnWoJIXhE99QJkE0xQCVYka4KOMeFm7kxxZ0CnYI8F2E5VH0i55qdYCq02g-Mplbj1cWi6yKyu4SfWP1gQ=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/PppVjdn0mBrB_k6lBa5A2ZGOt9BcvTLQOepVo3ysIhWAxsGwqIVyzUuqEtLo6bPPDufq6jFqg01D7WnA_OnSjfn4Hf1XVQupm3I94u05QDGE2fbfvSIKvPVYCDYmhJCDHwZMj-P4pO2CYLil_vUplhVre90bZ20=s287-w287-h192-n-k-no-v1']"
Balaji Guest House - Home Stay,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJIDEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKMB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDT29CMihDaG9RN3JtLS1NRDF3Y1BHQVJvTkwyY3ZNVEZyYWpWd2REVTBPUkFDOA1IAA&ap=MAE,"₹1,682","₹1,682",4.3,2,"['Sleeps 10', '3 bedrooms', '3 bathrooms', 'Air conditioning', 'Smoke-free', 'No airport shuttle', 'No beach access', 'No elevator', 'No fireplace']","['https://lh3.googleusercontent.com/proxy/W3m8oAZH7JkAPd5ljfUfmP7cg7ZIjRIMaWw6wpWqi0qPprkogtYLLW78nY4MarejHU_8VMTMvR0NDFYNcvQw6Bdk3nbftGsv34Y5z5TtMhvYuXkWOtJrflKKP2FrR9JP29Zsj3Trj1pIbyalA4KrI9b4GQtg6Q=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/zBL1tA9ZmzYVX-Ddh8aI8DG_x_laUWTgLOY3lhMgSbE8lpIeEkhqkyZ_AkLqLArWYWH9LF5gFEWsKePgDkBJDF0c7hEDh3PxQ5RPJcBB1sVGgJb3LD2006KJwbbUa4qg1eQvVKyMsOK82M7Rqpk1vw7c7uhE6A=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/mk1WJlmIXYV617LQlf5RW9VtpdQlMS_0ppA9aaaDjByE8gCrPFeMASYCB43zDS3Ej6h1FiqFBHpmTsrQMXeg6Ooj7sRarJEgEkUss5Y6weM_4F8qTAFycYhBS6bEyvOTsFmBw7hENocUW7t95b3W85S25iQ-tlA=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/bGcWmMC-Kjjg5cVjoYfWdmNpqTMLJ1v5oMwKj6cTRgPDT1rtOBa4p3lqAWNljTaB153cUn7SlKrgICHs0OlEjzC93FVG7UVOg8jYMqQ8yNVfdKpRXZA8MN9F2JDDloy2wtUU5vBH7_UwR2FFm1PvhAGYKws4kJU=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/xzxARyUb6t1HMKHM1AMySfFvQAUtfEVyBDF4r5nJ4NSBUH1CmCRHve4qstPJzGwdnaZ-mTqMIAxLYYxF1qlMlu6EDa0hWXWcfHD6z72WxdU0foXHpaFnoBR6aqbg_fG3QD7ejTJKiWiErEWtCrqGlwBYRlbthTQ=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/fV07WKu2X3EteXzEt0Axx6fDg_UqWE5WSCfBrTtiLco2t8IfiNaBWGw8_ajLI5LpaiJ5KoyBpbXo9sjXJ546WZ71FV2ry4jHSsK4wiPpBynv-knCvUn8E0izAlICnS9wZwefJDtDLtnECWU1marwePMclbptjtg=s287-w287-h192-n-k-no-v1']"
Del Court Jaypee Greens,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAQQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQrAE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JbS02VWpPelgtYUt0QVJvTkwyY3ZNVEZvZWw4emNERTROeEFCOA1IAA&ap=MAE,,,4.4,34,[],"['https://lh5.googleusercontent.com/p/AF1QipNaNJmY9bzCYrEyepJFwtxyy1vfmXVlJKVMKGgb=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM9_8OK-RHkc5PmasnuZnlitdK__ucciATTeirb=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNTqK6cBPcLfV4u90UiayRmg8A9QpZoTFGl39jR=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN01t9aY-evA-Ug08zqGQU4IvO1Q6nU2bj-ogYo=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMaqBvVU4t4RBsoI8SS36I0dY7bMFXw7WIAkW3Y=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNokZo1IAH5e1qYPrXcP7yx7q01DnCD5uvj-kdz=s287-w287-h192-n-k-no-v1']"
Hotel Relax Inn,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CBYQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQrAE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJLS1qLTFmN1Y3ZkktR2cwdlp5OHhNWEkwWW1OaWNUTnpFQUU4DUgA&ap=MAE,,,3.4,5,[],"['https://lh5.googleusercontent.com/p/AF1QipOpCl0mf2GLEdN4JgtS6bM-MhP_Qi7nSO1AQSTK=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMTXwhl1dFdpkOFFxbpUpDXjjhFgL8nwu_uPT3M=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMzOtYA1xP6hd8-BWSjo15SnKGVfEcER-iwsk3K=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-iWBnCymMLHuP1Jd80UEEQ&cb_client=search.estubs.gps&w=287&h=192&yaw=270.96622&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipNNYhaT6EBrTpp4CzemairzNshLdqB2pa8X48r_=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOLDgXxioWQ3lHXDHTeGowig2bKflI918QAWLri=s287-w287-h192-n-k-no-v1']"
OYO Hotel Green Apple,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CCgQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQrAE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJdk9IODJOcmUwTUFaR2cwdlp5OHhNWE00TVRjemMzcHFFQUU4DUgA&ap=MAE,"₹1,396","₹1,396",3.4,14,"['Free Wi-Fi', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipM5v9Pj-5bMq3zRsUFiVJmMmW8hn2DqLfXPsdmw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNjQM1LaOZ8Jd17Euj4IOIbwPPEfOQle5Eg605j=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNRrWOKQF-jP7dUFC4yOWesVwirctiAbA38ek9C=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOd00RaqRAXxbFEBONj8AsRc7yBSPzSnR1oIGOG=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoX6z_j7Kj6v2rMG2jjLXcH2tlNyugh5v-7lU4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPAbNvLttZN34jTDIkO-DnhvcWa6nzg2cU2Cpul=s287-w287-h192-n-k-no-v1']"
OYO Collection O 93220 Hotel The Signature Inn,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CEYQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQrAE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJdmVLZjg0aXc0LUlCR2cwdlp5OHhNWFJqYkY4MGMySTJFQUU4DUgA&ap=MAE,"₹1,299","₹1,299",3,4,['Smoke-free property'],"['https://lh5.googleusercontent.com/p/AF1QipO3_dPmJoq2PmWtb2YOjcZ2e3lb1rI7QURNGWee=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMIOqQv9T0-tUONeDewIfdrFlM0bZ7gaz9Gp5LC=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNPVme9IPIZrgw7FrylWSBrSD5kMJ9ZspQ3j-BQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOCrZqzjBiG-detRxqmHEH7lhWuo7q32fvtzvw6=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNQVO7IBYA_pkDAxrrsqFnaU3xZPWDNk9KSCGhD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMJnTt4hjeyJXTXB6okzevVwowzWeWv-JlwZXZt=s287-w287-h192-n-k-no-v1']"
kottage kushalwaas,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CF0QyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQrAE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JanF6em9Jam44Nm1vQVJvTkwyY3ZNVEZvWmpkbWRtMWtNQkFCOA1IAA&ap=MAE,,,5,3,"['Breakfast', 'Wi-Fi', 'Free parking']","['https://lh5.googleusercontent.com/p/AF1QipMIU-K5Vw9oOIY2D6EvO-SQYBv3gCpFeebtcvi5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNwurcoiZs1_F4umzgdlUwAgIlYmpmtsrZXnxb3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPs1jrzm3KpBHC3A-q0JL5p0uaNq47yrWO-UV_L=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNrpiyfVo6SX2EKxb_OLiqE8ZUvXXgrPONJfRif=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOYvkduNl23a270exz133uj99VczeInIgkmYyDI=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMYPOhZCCF0nAgqlZUF3Ua2Lc_pfdD7it_fXx3S=s287-w287-h192-n-k-no-v1']"
Hotel white house,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CHEQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQrAE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJOElPVXRNdUowYXRIR2cwdlp5OHhNWEZpYUhkNGFqQTRFQUU4DUgA&ap=MAE,,,4.2,6,[],"['https://lh5.googleusercontent.com/p/AF1QipNGdy96wwSdzCD1413oKKeewGZdIxuLEcalHmDd=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOedz_pPT595fkKKBqGasOHYiTXNVINWoFS67Gx=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOQKcCYIhk3t0BDO9ewvJ-NWLkrH8Dys892aTy8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO2y4JHR13ezmG_0ecsW0chBsuoUR7-5UJUM9dx=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOZuI43VfGn2ZguSbXtlRWPszrNLdwmJUSHIHAa=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM9B_pfgqFKAkpgPcsEK9FP0HXyT0CDeClFqxvb=s287-w287-h192-n-k-no-v1']"
