title,link,rating,reviews,Price,extensions,thumbnails,current_url,Latitude,Longitude
Capital O Bvh Hospitality Near Pvr Ansal Plaza Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CGYQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQbA&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JdWRqc3M4bUhtX3U4QVJvTkwyY3ZNVEZ5ZW5kMk1HY3pjeEFCOA1IAA&ap=MAE,2.1,10,"₹3,275",[],"['https://lh6.googleusercontent.com/proxy/lSYgujFGRFAgEOxsNqru-Gdpd9MA1SiPWX0SFsC3ahyAj6m7tK8dGDAX38w0cnZc4LiRNtr7MOTrRgyO24t80Bv6oVIFzMQSfnGFlexG_Za9em_kf6V5edy-yE7WrjDbVHEk4bzUly-8fQzSHkCPlpXvk3ODWw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/e9I-CNgv3GfNl8A-8QVjNoK8QH57FqMqC__fJuCPTec6ivKMvlhrXH8QKNMUbD6K0_HAP01V9dUrnJD-enHRFTaTpVJZ5r01e-WffOc4moRjZTtBEV2QlA7UHESejyVYg-4RzzrUPWspxu9UpBo488XRCPPGFBg=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/91GkMuNUbsUQ5ZcSbNMT8a5WTaym6om5r4b3MaKGcMpGmN3tTIT7sdxusmVaGNQZ4z__iTZ1dK94iHZEOX_V_D_AWIfxUHOZ6m1UJqQCPEInwedxGSiuh02Bm4Gq1SlPT_kedO0M0v8b6xXY3dPoc2FadI_CZQ=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/V1p7lFRZoJY4R8vU3jY9hht5YsicFDWwFlOTWOmFpK2wqFh6FaZE0Oj0e2Bl-6DuEJfzvrlCa6DK4a-jq9PXjJ4jtiTjkbucWhl2Vtvu49whCcKygSf34Rt91TmzUN8VvWBieiLNjkuHRqK0NoBFci5rAWvlzJE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO_1t_2SgfVedfTCkMjPEXJYjPP2IxoQUgJWR3L=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/J7G02eVsDFfU8ABbKZZmnkExcxxEABLPZlZKYzEuBduDtuRkAyhW40qJTHke8yr7LXbZsN2JNTdURROgbiBUDdxH80cC9eQjoyiHq4Dy6XnxPxGkyhDpR5GF7fNdCKJr7sdasnr29jmBFFGeJxMfd0b69iwEDQ=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Capital+O+Bvh+Hospitality+Near+Pvr+Ansal+Plaza+Greater+Noida/@28.4781042,77.4765963,17z/data=!3m1!4b1!4m9!3m8!1s0x390ceb1f1d6e8255:0xbcf66c3c967b2c39!5m2!4m1!1i2!8m2!3d28.4781042!4d77.4765963!16s%2Fg%2F11rzwv0g3s?entry=ttu",28.4781042,77.4765963
NCR Nature Resort,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJMBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JN3N2Zmg2cXk2WW1xQVJvTkwyY3ZNVEZyY0RsdU9YZGlkQkFCOA1IAA&ap=MAE,5,1,"₹1,047",[],"['https://lh5.googleusercontent.com/p/AF1QipNL1Vx010-rQwY6hIIQ1QgwCCYOQ-TjkCoVJci8=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O0PueQ9LuXyP2A_AVdJUzA&cb_client=search.estubs.gps&w=287&h=192&yaw=55.937176&pitch=0&thumbfov=100&scale=2']","https://www.google.com/maps/search/NCR+Nature+Resort/@29.5851174,77.1491068,8z/data=!3m1!4b1?entry=ttu",29.5851174,77.1491068
Noida royal Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CKUBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MidDaGtJeTRxTmhkS0lxNzE3R2cwdlp5OHhNV00zTUdvMGRtWXlFQUU4DUgA&ap=MAE,4.1,128,"₹1,793","['3-star hotel', 'Breakfast ($)', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant']","['https://lh5.googleusercontent.com/p/AF1QipOJpowS6XJe1zXzMRw0npwYraACWsnJyL-okq0=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMbA8EZe74afcJzTkDMUVEfNFJhurJDJtm3D0TZ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMBVKuKOPeo0cKvOq7Z_FFNIhcXXsyIPpsOlGk=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOwlWXT1aQV0jC3tfCXp4kpoHGK5cD6AC6tUNc=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ctBzQQ_5hUr5rD72GliXJw&cb_client=search.estubs.gps&w=287&h=192&yaw=243.71&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipNvIDHr5u7JWdNa_j7SOQ2orf67UeCQJ2Ohd20=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/Noida+royal+Residency/@28.5872025,77.3739882,17z/data=!3m1!4b1?entry=ttu",28.5872025,77.3739882
The Taj Studios - Rain Villa,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLwBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JamRYVmlMX1J2OHV1QVJvTkwyY3ZNVEZ4TTNwc05HZDRjQkFCOA1IAA&ap=MAE,5,1,0,[],"['https://lh5.googleusercontent.com/p/AF1QipOvoGV-lQmjSERjK9eGi_eaRk1EcrQidDOkvjEE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNqEkjrj6joUnUaYswWEL1kzP0jwFnbYI04NMsG=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=90nI-zfuQjT4wV7c0GnEjQ&cb_client=search.estubs.gps&w=287&h=192&yaw=354.25275&pitch=0&thumbfov=100&scale=2']","https://www.google.com/maps/place/The+Taj+Studios+-+Rain+Villa/@28.5741735,77.3962558,17z/data=!3m1!4b1!4m9!3m8!1s0x390cef3443f2f70b:0xae96fe8bf1156a8d!5m2!4m1!1i2!8m2!3d28.5741735!4d77.3962558!16s%2Fg%2F11q3zl4gxp?entry=ttu",28.5741735,77.3962558
Collection O Hotel Sg Inn,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0COEBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JX3ViQ3RxWHhpY19HQVJvTkwyY3ZNVEZyY1c1Zk9XSnVPQkFCOA1IAA&ap=MAE,1.5,8,"₹2,738","['Free Wi-Fi', 'Pool', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMBEmATYRUvchkjQP7NmF24ajXlKFOZQVhBXmAq=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMAO01T9NPyNtjBsBar8-AGRnmm979VxhH1j5DU=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMan13K0X_eQNyCF4nlxd9bnKXpgDS5Rc9m4ShF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM4HtA3mVX7b7UVRcz3_Op3llriHVxOE8uJRIYE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP4WmAfL_ESreP1jP6wPQ_1hZ_AjcVss0GFDnZP=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNGOp74Mt2nbnVCrgGuK-IPcKIWw-6-6yAAC0-f=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Collection+O+Hotel+Sg+Inn/@28.478412,77.4931634,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc13a7ad95589:0xc69e278a56d0b37e!5m2!4m1!1i2!8m2!3d28.478412!4d77.4931634!16s%2Fg%2F11kqn_9bn8?entry=ttu",28.478412,77.4931634
OYO Townhouse 173 Knowledge Park 3 Near PVR Ansal Plaza Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPgBEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MidDaGtJMEtPX2lPWDNfb3g1R2cwdlp5OHhNV2g2YlRBNVoxODVFQUU4DUgA&ap=MAE,3.1,532,"₹1,138","['4-star hotel', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipNFYiFVuzoU-NsuEvIUaajXHJKF5jF3ycogmKpA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNFLAxB2vdRNqQUAXnBl8P_Tlk06QryNrFJAki1=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPigFi-dgUmBTmdVG61PJO5_bYDyQYTsfwWRZed=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMudltgJCyNQMz8eDjz_wOXXnlxYj_yAT5OHCQd=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNF6LeEzSUzyz1jPkWQsFAa0gjed2XN1pPAtAgA=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPtec-5FJgLucqkuOrimeTxfqhIoneKeC56NCCR=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/OYO+Townhouse+173+Knowledge+Park+3+Near+PVR+Ansal+Plaza+Greater+Noida/@28.4793034,77.4932493,17z/data=!3m1!4b1!4m9!3m8!1s0x390cebfd85bfb48d:0x7919fbbe510fd1d0!5m2!4m1!1i2!8m2!3d28.4793034!4d77.4932493!16s%2Fg%2F11hzm09g_9?entry=ttu",28.4793034,77.4932493
Twin Towers Inn - Unit Of Zero2Z Group,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CI8CEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JLUtlaHFJRDd6SVB6QVJvTkwyY3ZNVEZ1ZVcxNU5tdzVNeEFCOA1IAA&ap=MAE,4.8,1092,"₹11,948","['4-star hotel', 'Free breakfast', 'Free Wi-Fi', 'Free parking', 'Air conditioning', 'Restaurant', 'Room service', 'Airport shuttle', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipMbpe_PMZrTGT6YqXfuJGQSoveUNRcBxIIjs9DG=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipO7axqvItwlgKrRghXpasYyh38O0zR0RcCS6c0=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOzLQMjq1tCGQJK9FejzJZqODcod9VUdyfWrM5v=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPOXPtwcIcG4_DWyWmV7zBaK5YVg05k3WtnFadm=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPdMX3y_lp1jTbtiuMSk0QX3nBoBsGA1xTS4B-Y=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOBBOFDlE8hXZUvGy_lv4fB0DzIeoPg5_YhvcXP=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Twin+Towers+Inn+-+Unit+Of+Zero2Z+Group/@28.4588263,77.5070806,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc11ecbf3a04d:0xf30733d8050853f8!5m2!4m1!1i2!8m2!3d28.4588263!4d77.5070806!16s%2Fg%2F11nymy6l93?entry=ttu",28.4588263,77.5070806
"FabExpress Kashyap Inn - Hotels in Sector 121, Noida",https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLcCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9JdE92MGw1emkzNldCQVJvTkwyY3ZNVEZ6YzNwdGNYSm9PUkFCOA1IAA&ap=MAE,4.5,48,"₹1,609","['Breakfast', 'Free Wi-Fi', 'Air conditioning', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh6.googleusercontent.com/proxy/RHwSJeja4WgM6TOnNBzvYweM9EYi8n5H_ibXd6Vdc4s5qUPzGi3yLyLKRrsXGtXVxvSCzUAUKYj3fJS-BDU_SGqYLSHZxdFOix7YMfpCMeLEtEzcg63h1nC0glKc3OzHDZtqDyaPdOsxS_JRKa4Q6nSPCkrP_g=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPHqovr8visfD4x-j_iiwEZEh-dy2earUYblQ1W=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM86_SYswuQHubP3OSjQXvaxQ0PDlrMuqV0rAJF=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPiDbvR-SznkYceuD2DigQO9DVKZokkBPIXzKqH=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/L1SDVgTPcMnGz26nxMnyezm6iZ4Vdn0ypAP96ONT9ENN8hB1MZD-lsx9rZE15FvoyxEgz8Z4Frhhsi2J8zIjTuEsJFshodfa1De58xhltHIzwigpynVwRmVedCnHbfmpD9PKI0vIycYs_s2b7nS24lLGfqYX7g=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPNSPPCVeYMT9hl7-SG8NW4dn2AreI-V5zfwYDy=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/FabExpress+Kashyap+Inn+-+Hotels+in+Sector+121,+Noida/@28.5993792,77.4000342,17z/data=!3m1!4b1!4m9!3m8!1s0x390cef319d28af11:0x814b7f11c2fd35b4!5m2!4m1!1i2!8m2!3d28.5993792!4d77.4000342!16s%2Fg%2F11sszmqrh9?entry=ttu",28.5993792,77.4000342
Ansal Golf House,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CM4CEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9Jd3Zfa3Z1dlY3NDZ5QVJvTkwyY3ZNVEZ1TnpSb01teGljeEFCOA1IAA&ap=MAE,3.3,8,"₹1,929","['Breakfast', 'Free Wi-Fi', 'Parking', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipOsbTs-RoDHt9nyBAYdIkDEZAS0uz2BOijw9oE4=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNfnBY2sEZnk9lgxDLC8AgrIaNZPutNant7pBkD=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3FQOC178Zzxa4L92b_2UVWESVwCh6LC3mBSiV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNz5OQ5sNjRG9y_O8M4EE3wiWCs1qvK-rLY3QtN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNqnyrTZ1sqKVdR2dumMJHgKPpSY3SnJ2Ml5MEj=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNWgz7lfYangCtZHD6W3G-ohV9VKRkjiP1vGjS3=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Ansal+Golf+House/@28.4565733,77.5055831,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc1cf53ea1265:0xb21dbeaeb7d93fc2!5m2!4m1!1i2!8m2!3d28.4565733!4d77.5055831!16s%2Fg%2F11n74h2lbs?entry=ttu",28.4565733,77.5055831
OYO 68256 Hotel Expo Golflink,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPsCEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MidDaGtJbmRuX3hmNmQxOW9QR2cwdlp5OHhNV1p6Y21kc2JqQTRFQUU4DUgA&ap=MAE,4.6,275,"₹2,307","['Free breakfast', 'Free Wi-Fi', 'Pool', 'Room service', 'Kitchen in some rooms', 'Full-service laundry']","['https://lh5.googleusercontent.com/p/AF1QipNG8P7xpcS36vgdSn3YNmHg5QLWCW3G-dWX3eA3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOU1MZF0HkO0KNgAQGHuIR7dh9GrFthpBxXIWu5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMP-5-63xUq-PVvxf0aCjTlSOZktHaC5bW1iCf8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPFvzekGu98eqorZmweU87DuZvigFPiFatNF3e2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNEHusf0gkgSALAle09Xr3UWBRddYyHqg3RcsI2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMz34VEjlrdUK0-pL8Y69mgboZo68XfhwuGS8o4=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/OYO+68256+Hotel+Expo+Golflink/@28.4568527,77.5050663,17z/data=!3m1!4b1!4m9!3m8!1s0x390cc152107e6c93:0xfb55cefe8bfec9d!5m2!4m1!1i2!8m2!3d28.4568527!4d77.5050663!16s%2Fg%2F11fsrgln08?entry=ttu",28.4568527,77.5050663
Hotel Akash Palace,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJIDEMr3BGoXChMIqKf-5PPhgwMVAAAAAB0AAAAAEGw&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSDQ9MihDaG9RejdfbmpfQ3pzUDJmQVJvTkwyY3ZNVEYwWjJkd2NXMTZjaEFDOA1IAA&ap=MAE,3.3,3,"₹1,800","['House', 'Sleeps 3', '1 bedroom', '1 bathroom', '1 bed', 'Air conditioning', 'Kid-friendly', 'Crib', 'Ironing board']","['https://lh4.googleusercontent.com/proxy/-uMW4A3BXFRckLU0KnKcvveaglufVTjO8Kd9joDiNtxHcBborzNGPjFc0SLHD-OWGzS9aT9HrakfTj_XOhtwVJjkwMlJ5v8XdpG3rLt6gTRWfOl5J6xunLw_RZ6EABx6wzr9LIddtsq0n2E-ixtGNO3U2XEZOw=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/Re6f_26Afx6N2JEzB_CwYAwhgGeCC4fsmFiKvTG-DwUghE60xJeFbgjzenf3KdJw758ayUJ7lvW7AF4XNlGlxWzRb2bsGiVXLW36vFyuvv08ui34tTA6fYSyPQvW50EUic1Lbtq3OoHV48zoz4loh4htU81hdqk=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/-xOmjRZ-YPU7LeoV5E5tCGret2TqWL3eRCWw-dpzW0mlQO2P8wP9PMtNsRTzDLPm_uIyd-FS2yXbB_cFYyktMQwLxu2yNENuzEqpR8T9esP7sxCb7ch3cnZMyyFD1QEmNfYQUWKDEbJRpNaCYSX2H93Kz1gDXQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/WYACPzCJvCjF4tw8lBGCyEa7MhB3CDMccXDvCFuJIfzXvWdI3fFhcxOqcE9wY05GVHmcpbPIQAJa0tqB3U8lxAvSRs6dVZCj1XsHwAw4U1kMZOWsIPv1JUGDXL9Clp8Z5UspmFbL3S4oiLRx-OjywnhOFKzJow=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/goKPB7NPOmWjKZf6i_xZY8UnNY8ugGZ1NCcIAotWgrELzX0kOzc_mdC-7Edwyn61MFtJG4TWtor_DXjRw2NSwB8CTEHNwROxiAu4UVN6jNFqcK0sF-2bDGUG_B1n0hTfcHREAjMFvC4BKt54dTmqGXF6x0TPZCw=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/FRpUdQfOXam2S0Z1YfrhUPyePhgQHN-SuQ83nX74Zc7GIgpwkR8UhFaUEyJzhIZIikfRVusWK14fMbGqtw57JDfe-iBGFMe8etbol2p8XCQ3lLXX6dQNMlSDspNnANf2sGEQ9GEP5lB6mbpd1h89QqkS5jE7idw=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/place/Hotel+Akash+Palace/@28.5808958,77.3764526,17z/data=!3m1!4b1!4m9!3m8!1s0x390ce588804391c9:0xe775def137add1b5!5m2!4m1!1i2!8m2!3d28.5808958!4d77.3764526!16s%2Fg%2F11bwky_5z7?entry=ttu",28.5808958,77.3764526
HOTEL THE ROCK RESIDENCY,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAoQyvcEahcKEwiop_7k8-GDAxUAAAAAHQAAAAAQdg&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSkFCMidDaGtJd3FQdnV0VDdxTVZWR2cwdlp5OHhNVzEzYzJ3Mk5YZHVFQUU4DUgA&ap=MAE,4.6,24,0,[],"['https://lh5.googleusercontent.com/p/AF1QipOJ9XQNzCMoGBvRIyX9aVqqbpNoignJkM1aZSmx=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPJmbS9ORersgID96j8eRCaFozmO73kgju619qg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNHeW1QkfyoVNE9KYxV9NW5KaYOpvtQXkSS4v_2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMoHr5tg92rVGCaYe_TuE7WtuGrfyevmsJac2SG=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMF15i--a5XADDkXpNiwzI372rzyF1sPpI2_f_B=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNss5NvlhxcDCd5w0pwMvys8o7pe9_aoV9KKfuk=s287-w287-h192-n-k-no-v1']","https://www.google.com/maps/search/HOTEL+THE+ROCK+RESIDENCY/@30.3437717,77.3575645,7z/data=!3m1!4b1?entry=ttu",30.3437717,77.3575645
